satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,id_employee,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
4,3,2,1,3,1241,4,Oui,21%,30,M,3579,Marié(e),Consulting,Assistant de Direction,0,11,0,1,2,1,3,Transformation Digitale,Occasionnel,5
1,3,1,3,3,1242,3,Oui,17%,42,F,13191,Marié(e),Consulting,Directeur Technique,3,1,0,0,6,26,5,Transformation Digitale,Frequent,0
3,2,4,2,2,1243,3,Oui,11%,35,F,10377,Marié(e),Commercial,Cadre Commercial,4,13,0,1,6,8,2,Marketing,Aucun,4
1,3,1,4,2,1244,3,Oui,14%,27,M,2235,Marié(e),Consulting,Assistant de Direction,1,9,0,2,3,14,3,Infra & Cloud,Occasionnel,6
4,3,3,1,1,1245,3,Non,17%,54,F,10502,Divorcé(e),Consulting,Tech Lead,7,5,0,1,2,1,4,Infra & Cloud,Frequent,1
1,4,4,4,3,1246,3,Non,13%,44,F,2011,Marié(e),Consulting,Assistant de Direction,1,10,0,1,5,2,1,Infra & Cloud,Occasionnel,7
1,2,2,2,4,1248,4,Oui,25%,19,F,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,10,3,Transformation Digitale,Aucun,0
1,3,4,1,3,1249,3,Non,15%,29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,3,0,3,5,1,3,Infra & Cloud,Occasionnel,1
4,3,4,1,3,1250,3,Non,14%,54,M,17779,Marié(e),Consulting,Directeur Technique,3,10,0,0,2,3,3,Infra & Cloud,Occasionnel,0
3,3,1,4,2,1251,3,Oui,12%,31,M,6833,Marié(e),Consulting,Manager,1,6,0,0,2,11,2,Transformation Digitale,Occasionnel,0
3,2,1,2,3,1252,3,Non,19%,31,F,6812,Célibataire,Consulting,Manager,1,10,0,0,2,24,3,Transformation Digitale,Occasionnel,1
3,2,4,4,3,1254,3,Non,17%,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,6,0,0,2,3,3,Infra & Cloud,Occasionnel,0
3,1,4,2,3,1255,3,Non,14%,43,M,19740,Marié(e),Consulting,Directeur Technique,3,8,0,1,2,3,3,Infra & Cloud,Occasionnel,0
1,2,3,3,4,1256,3,Non,13%,49,M,18711,Marié(e),Consulting,Senior Manager,2,1,0,1,2,4,2,Transformation Digitale,Occasionnel,0
3,3,2,3,2,1257,3,Non,12%,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,11,0,0,2,3,3,Entrepreunariat,Frequent,0
4,4,2,3,2,1258,3,Non,11%,48,M,2559,Célibataire,Consulting,Consultant,5,1,0,0,4,2,2,Entrepreunariat,Occasionnel,0
1,3,3,2,3,1259,3,Non,11%,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,0,3,2,4,2,Infra & Cloud,Occasionnel,0
3,3,4,2,3,1260,3,Oui,11%,29,M,6623,Divorcé(e),Consulting,Manager,1,6,0,2,2,7,3,Infra & Cloud,Occasionnel,1
4,2,4,3,4,1263,3,Non,12%,48,M,18265,Célibataire,Consulting,Directeur Technique,6,1,0,0,3,1,3,Infra & Cloud,Occasionnel,0
4,2,4,2,2,1264,3,Non,14%,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,7,0,2,2,1,3,Infra & Cloud,Occasionnel,1
3,4,3,4,2,1265,3,Non,17%,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,1,0,0,5,20,3,Entrepreunariat,Occasionnel,0
2,3,2,3,3,1267,3,Non,11%,44,M,18213,Marié(e),Commercial,Senior Manager,7,22,0,1,5,5,3,Marketing,Occasionnel,3
4,4,3,4,3,1268,3,Oui,14%,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,9,0,2,3,10,5,Marketing,Occasionnel,0
2,4,4,4,3,1269,3,Oui,12%,19,F,2994,Célibataire,Consulting,Assistant de Direction,1,1,0,0,2,25,3,Infra & Cloud,Occasionnel,0
4,3,3,4,3,1270,4,Non,22%,23,M,1223,Marié(e),Consulting,Assistant de Direction,1,1,0,1,2,1,2,Infra & Cloud,Occasionnel,0
3,1,4,4,3,1273,3,Oui,14%,25,M,1118,Célibataire,Commercial,Représentant Commercial,1,1,1,0,4,24,1,Infra & Cloud,Frequent,1
3,3,4,2,2,1275,4,Oui,20%,26,M,2875,Célibataire,Consulting,Assistant de Direction,1,8,0,0,2,4,2,Infra & Cloud,Occasionnel,2
1,1,2,1,3,1277,3,Oui,16%,45,F,18824,Célibataire,Commercial,Senior Manager,2,24,1,0,2,2,3,Marketing,Occasionnel,1
4,2,2,4,3,1278,3,Oui,15%,55,M,13577,Divorcé(e),Consulting,Manager,1,33,0,1,3,8,1,Transformation Digitale,Aucun,15
1,2,3,3,1,1279,4,Non,20%,21,F,2625,Célibataire,Consulting,Consultant,1,2,1,0,2,10,2,Infra & Cloud,Frequent,2
4,2,2,3,3,1280,3,Non,14%,46,F,18789,Marié(e),Commercial,Senior Manager,2,11,0,1,2,4,2,Marketing,Occasionnel,0
3,3,1,4,3,1281,3,Oui,12%,34,F,4538,Célibataire,Commercial,Cadre Commercial,0,3,0,0,3,2,3,Marketing,Occasionnel,0
4,3,2,1,2,1282,4,Oui,24%,51,M,19847,Divorcé(e),Commercial,Senior Manager,4,29,0,1,5,9,3,Infra & Cloud,Frequent,11
4,3,4,4,2,1283,3,Non,12%,59,M,10512,Célibataire,Consulting,Tech Lead,6,9,0,0,6,18,4,Transformation Digitale,Occasionnel,5
3,3,2,3,4,1285,3,Non,13%,34,F,4444,Divorcé(e),Consulting,Consultant,4,11,0,2,2,19,3,Transformation Digitale,Frequent,5
4,3,3,3,2,1286,3,Oui,11%,28,M,2154,Célibataire,Consulting,Consultant,0,4,0,0,2,1,4,Transformation Digitale,Frequent,0
3,4,1,4,2,1288,3,Non,14%,44,M,19190,Divorcé(e),Consulting,Senior Manager,1,25,0,2,4,4,2,Infra & Cloud,Occasionnel,14
3,2,2,4,4,1289,3,Non,11%,34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,10,0,2,5,11,3,Infra & Cloud,Frequent,1
3,3,3,4,3,1291,3,Oui,14%,35,M,3506,Marié(e),Consulting,Assistant de Direction,0,3,0,0,3,6,1,Infra & Cloud,Occasionnel,2
2,4,2,4,3,1292,3,Oui,16%,42,F,2372,Marié(e),Consulting,Assistant de Direction,6,1,0,0,2,7,4,Transformation Digitale,Occasionnel,0
4,2,4,4,4,1293,3,Non,14%,43,F,10231,Célibataire,Commercial,Cadre Commercial,3,21,0,0,3,4,4,Marketing,Occasionnel,15
3,3,2,4,3,1294,3,Oui,11%,36,F,5410,Célibataire,Consulting,Tech Lead,9,16,0,0,2,2,4,Infra & Cloud,Occasionnel,5
1,3,4,4,3,1295,3,Non,11%,44,F,7978,Marié(e),Consulting,Manager,1,10,1,1,2,15,3,Transformation Digitale,Occasionnel,0
4,2,4,2,3,1296,3,Oui,12%,28,M,3867,Marié(e),Consulting,Consultant,1,2,0,1,2,2,3,Infra & Cloud,Frequent,2
2,2,3,2,2,1297,3,Non,14%,51,F,2838,Célibataire,Consulting,Consultant,0,7,0,0,6,6,2,Transformation Digitale,Frequent,7
3,3,3,3,3,1298,3,Oui,18%,30,F,4695,Célibataire,Consulting,Tech Lead,7,8,0,0,3,9,2,Transformation Digitale,Aucun,1
2,3,3,1,3,1299,3,Oui,13%,29,F,3339,Divorcé(e),Consulting,Consultant,3,7,1,2,2,7,3,Entrepreunariat,Occasionnel,7
4,3,1,2,2,1301,3,Non,11%,28,M,2080,Célibataire,Consulting,Assistant de Direction,2,3,0,0,2,1,3,Entrepreunariat,Occasionnel,1
4,3,2,4,2,1303,3,Non,18%,25,F,2096,Célibataire,Consulting,Assistant de Direction,1,2,0,0,3,1,3,Transformation Digitale,Occasionnel,2
3,4,4,3,4,1304,3,Non,15%,32,M,6209,Marié(e),Commercial,Cadre Commercial,1,10,0,2,4,8,3,Transformation Digitale,Occasionnel,0
2,3,2,3,3,1306,4,Non,22%,45,F,18061,Célibataire,Consulting,Senior Manager,3,0,0,0,4,25,3,Transformation Digitale,Frequent,0
3,2,2,4,3,1307,3,Oui,13%,39,F,17123,Divorcé(e),Consulting,Senior Manager,6,19,0,2,4,13,4,Transformation Digitale,Occasionnel,15
1,3,3,4,3,1308,3,Non,12%,58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,0,2,3,23,4,Infra & Cloud,Occasionnel,2
4,3,3,1,3,1309,3,Non,18%,32,M,4883,Marié(e),Consulting,Consultant,1,10,1,1,3,7,2,Infra & Cloud,Occasionnel,1
3,3,1,1,3,1310,3,Non,13%,39,M,3904,Célibataire,Consulting,Assistant de Direction,0,5,1,0,2,23,3,Transformation Digitale,Occasionnel,0
1,2,4,1,3,1311,3,Non,12%,30,F,4627,Marié(e),Consulting,Consultant,0,9,0,1,6,6,3,Entrepreunariat,Occasionnel,6
4,3,3,1,3,1312,3,Non,12%,36,F,7094,Marié(e),Consulting,Manager,3,7,0,0,0,10,4,Entrepreunariat,Occasionnel,1
4,3,1,3,4,1314,3,Non,12%,46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,7,0,0,3,1,2,Infra & Cloud,Occasionnel,5
3,1,4,1,3,1315,3,Non,11%,28,F,6674,Marié(e),Consulting,Consultant,0,9,0,3,6,1,3,Infra & Cloud,Aucun,7
4,3,1,2,3,1317,3,Oui,11%,50,F,16880,Marié(e),Consulting,Directeur Technique,4,3,0,0,2,28,3,Infra & Cloud,Occasionnel,1
4,2,2,3,3,1318,3,Oui,12%,40,M,9094,Célibataire,Commercial,Cadre Commercial,2,5,1,0,2,25,4,Marketing,Occasionnel,1
2,3,2,3,2,1319,3,Oui,19%,52,M,8446,Célibataire,Commercial,Cadre Commercial,9,8,1,0,2,5,3,Infra & Cloud,Occasionnel,7
2,3,1,4,3,1321,4,Oui,23%,30,F,11916,Marié(e),Consulting,Senior Manager,1,9,0,2,2,17,4,Transformation Digitale,Occasionnel,0
1,3,3,1,3,1322,3,Non,11%,39,M,4534,Célibataire,Consulting,Tech Lead,0,8,0,0,6,18,2,Infra & Cloud,Occasionnel,1
4,3,3,1,2,1324,3,Oui,19%,31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,10,0,1,5,2,4,Infra & Cloud,Aucun,9
3,1,2,1,3,1329,3,Non,13%,41,M,6151,Célibataire,Commercial,Cadre Commercial,1,19,0,0,4,10,2,Transformation Digitale,Aucun,11
4,3,2,1,4,1331,3,Oui,11%,31,F,2302,Célibataire,Commercial,Représentant Commercial,1,3,1,0,2,1,3,Infra & Cloud,Frequent,2
1,3,1,3,4,1333,3,Non,12%,44,M,2362,Marié(e),Consulting,Consultant,4,3,1,0,4,3,3,Infra & Cloud,Occasionnel,1
3,3,3,4,2,1334,3,Oui,13%,42,M,17861,Marié(e),Consulting,Senior Manager,0,20,0,0,3,2,1,Infra & Cloud,Aucun,2
4,1,3,4,3,1336,3,Non,14%,55,F,19187,Marié(e),Consulting,Senior Manager,4,19,0,1,5,2,2,Transformation Digitale,Occasionnel,9
4,3,2,1,3,1338,3,Non,14%,56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,7,0,0,4,8,4,Infra & Cloud,Occasionnel,7
3,3,3,2,3,1340,3,Non,16%,40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,4,0,1,0,16,2,Infra & Cloud,Aucun,0
4,3,4,4,2,1344,3,Non,11%,34,M,8500,Divorcé(e),Consulting,Manager,0,9,0,1,0,9,3,Infra & Cloud,Occasionnel,1
3,3,4,3,3,1346,3,Non,13%,40,M,4661,Célibataire,Consulting,Assistant de Direction,1,9,0,0,4,2,3,Infra & Cloud,Occasionnel,8
3,3,1,4,3,1349,3,Non,17%,41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,9,0,1,2,1,3,Marketing,Frequent,1
3,3,3,2,3,1350,3,Oui,11%,35,M,4249,Célibataire,Consulting,Assistant de Direction,1,9,0,0,3,4,4,Infra & Cloud,Frequent,1
3,3,2,2,3,1352,3,Oui,11%,51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,33,0,1,2,5,3,Infra & Cloud,Occasionnel,0
2,3,1,4,3,1355,3,Non,15%,38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,7,0,1,3,2,2,Infra & Cloud,Occasionnel,1
3,3,1,4,4,1356,3,Non,12%,34,F,6125,Célibataire,Commercial,Cadre Commercial,1,10,0,0,6,15,2,Transformation Digitale,Occasionnel,9
4,3,4,3,2,1358,3,Non,11%,25,M,3669,Marié(e),Consulting,Consultant,3,3,0,3,6,19,1,Transformation Digitale,Occasionnel,1
3,2,1,4,2,1360,3,Oui,14%,58,F,10008,Marié(e),Consulting,Tech Lead,7,10,1,0,0,7,4,Transformation Digitale,Occasionnel,5
2,3,2,3,3,1361,4,Non,22%,40,M,2387,Marié(e),Consulting,Consultant,3,4,0,1,3,1,4,Infra & Cloud,Occasionnel,0
1,4,1,4,2,1362,3,Non,16%,36,F,4639,Marié(e),Commercial,Cadre Commercial,2,15,0,1,2,7,3,Marketing,Frequent,6
4,3,4,3,3,1363,3,Non,11%,48,M,7898,Célibataire,Consulting,Tech Lead,1,10,0,0,2,4,3,Infra & Cloud,Occasionnel,0
3,4,4,2,3,1364,3,Non,14%,27,F,2534,Marié(e),Commercial,Représentant Commercial,8,1,0,1,4,11,3,Transformation Digitale,Occasionnel,0
4,2,2,2,2,1367,3,Non,16%,51,F,13142,Célibataire,Consulting,Tech Lead,3,5,0,0,1,11,2,Entrepreunariat,Occasionnel,0
4,3,4,3,4,1368,3,Non,15%,18,F,1611,Célibataire,Consulting,Consultant,1,0,0,0,5,1,3,Infra & Cloud,Aucun,0
4,2,4,2,3,1369,3,Non,12%,35,F,5363,Marié(e),Consulting,Consultant,0,9,0,1,0,1,3,Transformation Digitale,Occasionnel,0
4,1,4,2,3,1371,4,Non,20%,27,M,5071,Célibataire,Commercial,Cadre Commercial,3,6,0,0,3,2,1,Infra & Cloud,Frequent,0
1,4,3,3,2,1372,3,Oui,17%,55,M,13695,Célibataire,Commercial,Cadre Commercial,6,19,1,0,2,13,4,Marketing,Occasionnel,3
4,3,2,1,3,1373,3,Oui,12%,56,M,13402,Marié(e),Consulting,Tech Lead,4,19,0,1,0,23,3,Infra & Cloud,Occasionnel,15
1,2,3,3,3,1374,4,Non,20%,34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,5,0,3,2,26,1,Entrepreunariat,Aucun,0
2,4,3,2,3,1375,4,Non,20%,40,F,6377,Divorcé(e),Consulting,Manager,5,12,0,3,0,2,1,Transformation Digitale,Occasionnel,11
2,3,3,1,3,1377,3,Non,13%,34,M,5429,Marié(e),Consulting,Consultant,4,8,0,2,1,29,3,Transformation Digitale,Occasionnel,7
3,2,4,3,4,1379,3,Non,14%,31,F,2785,Célibataire,Commercial,Représentant Commercial,7,1,1,0,3,2,3,Infra & Cloud,Frequent,0
4,3,3,3,2,1380,3,Oui,18%,35,F,4614,Marié(e),Commercial,Cadre Commercial,0,4,1,1,0,18,4,Marketing,Frequent,3
4,4,3,4,3,1382,3,Non,11%,38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,4,0,3,2,7,3,Infra & Cloud,Frequent,0
3,3,4,4,4,1383,3,Non,11%,34,F,6687,Célibataire,Consulting,Manager,1,14,0,0,2,2,4,Entrepreunariat,Occasionnel,4
3,2,1,3,3,1387,3,Non,11%,28,M,4724,Marié(e),Commercial,Cadre Commercial,1,5,0,1,0,26,3,Infra & Cloud,Occasionnel,0
4,3,3,4,2,1389,3,Oui,15%,31,M,6179,Marié(e),Consulting,Tech Lead,1,10,1,2,3,22,4,Transformation Digitale,Occasionnel,6
1,2,4,4,4,1390,3,Oui,12%,39,M,6120,Marié(e),Commercial,Cadre Commercial,3,5,0,2,2,21,4,Infra & Cloud,Occasionnel,1
2,3,2,2,3,1391,3,Non,11%,51,M,10596,Marié(e),Commercial,Cadre Commercial,2,4,0,0,5,2,3,Marketing,Frequent,3
4,3,4,1,2,1392,3,Oui,14%,41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,6,0,2,4,22,3,Infra & Cloud,Frequent,3
3,3,3,4,3,1394,3,Oui,15%,37,M,2996,Marié(e),Consulting,Assistant de Direction,7,6,0,0,2,4,1,Infra & Cloud,Occasionnel,1
2,3,4,1,4,1395,3,Non,13%,33,M,9998,Marié(e),Commercial,Cadre Commercial,6,5,0,0,2,5,1,Infra & Cloud,Frequent,1
3,3,2,1,2,1396,3,Oui,13%,32,M,4078,Marié(e),Commercial,Cadre Commercial,0,3,0,3,3,2,1,Marketing,Occasionnel,1
3,3,3,2,3,1397,4,Non,21%,39,M,10920,Marié(e),Consulting,Manager,3,6,0,1,2,25,2,Infra & Cloud,Aucun,0
1,4,3,2,2,1399,3,Non,11%,25,M,6232,Marié(e),Commercial,Cadre Commercial,2,3,0,0,3,18,1,Infra & Cloud,Occasionnel,1
4,4,3,2,2,1401,3,Oui,11%,52,F,13247,Marié(e),Consulting,Tech Lead,2,5,0,1,3,28,2,Transformation Digitale,Frequent,0
1,2,3,1,1,1402,3,Oui,14%,43,F,4081,Célibataire,Consulting,Assistant de Direction,1,20,0,0,3,6,3,Transformation Digitale,Occasionnel,1
4,2,4,4,3,1403,3,Oui,11%,27,F,5769,Marié(e),Commercial,Cadre Commercial,1,6,0,0,3,10,3,Marketing,Occasionnel,4
4,3,3,4,3,1405,3,Oui,13%,27,F,2394,Célibataire,Consulting,Assistant de Direction,1,8,1,0,2,17,4,Infra & Cloud,Occasionnel,7
1,2,4,4,3,1407,3,Non,12%,26,M,3904,Célibataire,Consulting,Assistant de Direction,0,4,0,0,2,2,1,Transformation Digitale,Occasionnel,1
3,3,1,3,3,1408,3,Non,14%,42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,20,0,1,5,10,3,Ressources Humaines,Occasionnel,0
3,3,1,3,1,1409,3,Non,13%,52,F,2950,Marié(e),Consulting,Consultant,9,5,0,0,2,8,4,Autre,Occasionnel,0
1,3,3,1,3,1411,3,Non,18%,37,F,3629,Célibataire,Consulting,Consultant,4,3,0,0,6,11,3,Transformation Digitale,Occasionnel,0
3,3,4,3,3,1412,3,Non,11%,35,M,9362,Célibataire,Consulting,Tech Lead,2,2,0,0,2,18,2,Infra & Cloud,Frequent,2
1,3,4,2,2,1415,3,Non,11%,25,M,3229,Marié(e),Consulting,Consultant,4,3,0,1,2,1,3,Entrepreunariat,Occasionnel,0
3,4,1,4,3,1417,3,Non,12%,26,M,3578,Célibataire,Consulting,Consultant,0,7,0,0,2,7,3,Autre,Occasionnel,0
2,2,1,1,2,1419,3,Non,13%,29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,10,0,0,3,17,3,Autre,Occasionnel,0
1,2,1,1,3,1420,4,Non,20%,49,M,4284,Célibataire,Consulting,Consultant,3,4,1,0,2,28,2,Infra & Cloud,Frequent,1
3,3,4,1,3,1421,3,Oui,12%,29,F,7553,Célibataire,Consulting,Manager,0,8,1,0,1,14,1,Autre,Frequent,7
4,3,4,4,2,1422,3,Non,19%,54,F,17328,Célibataire,Consulting,Directeur Technique,6,20,0,0,3,1,3,Transformation Digitale,Occasionnel,12
4,3,1,3,3,1423,4,Oui,21%,58,F,19701,Marié(e),Consulting,Directeur Technique,3,9,0,1,3,1,3,Transformation Digitale,Occasionnel,1
2,4,4,4,4,1424,3,Non,13%,55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,7,0,2,4,1,4,Transformation Digitale,Occasionnel,0
1,3,2,4,3,1425,3,Oui,16%,36,F,9278,Célibataire,Commercial,Cadre Commercial,3,5,0,0,3,3,4,Marketing,Occasionnel,0
2,1,3,2,3,1427,3,Non,12%,31,F,1359,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,1,4,Infra & Cloud,Frequent,0
4,3,1,2,3,1428,3,Non,14%,30,F,4779,Divorcé(e),Commercial,Cadre Commercial,7,3,0,2,3,7,4,Marketing,Occasionnel,0
1,3,2,3,4,1430,3,Non,11%,31,F,16422,Célibataire,Consulting,Directeur Technique,3,3,0,0,3,8,5,Infra & Cloud,Occasionnel,1
4,3,1,3,3,1431,3,Non,14%,34,M,2996,Divorcé(e),Consulting,Assistant de Direction,5,4,0,2,2,1,4,Autre,Frequent,1
1,2,2,3,4,1433,3,Non,12%,31,F,1261,Célibataire,Consulting,Assistant de Direction,1,1,1,0,3,8,3,Infra & Cloud,Occasionnel,0
2,3,1,2,4,1434,3,Non,14%,27,M,2099,Marié(e),Consulting,Consultant,0,5,0,0,3,11,1,Infra & Cloud,Occasionnel,1
1,2,4,3,2,1435,3,Non,16%,36,M,5810,Célibataire,Consulting,Consultant,1,10,0,0,2,4,4,Infra & Cloud,Occasionnel,1
3,2,1,1,2,1436,3,Non,13%,36,F,5647,Marié(e),Commercial,Cadre Commercial,4,3,0,2,3,16,4,Marketing,Occasionnel,0
1,3,4,3,2,1438,3,Non,12%,47,M,3420,Marié(e),Consulting,Assistant de Direction,7,6,0,1,2,1,3,Entrepreunariat,Occasionnel,1
1,2,1,1,3,1439,3,Non,12%,25,M,4400,Marié(e),Commercial,Représentant Commercial,3,3,1,0,2,9,2,Infra & Cloud,Occasionnel,2
3,4,3,1,1,1440,3,Non,14%,37,M,3500,Célibataire,Consulting,Consultant,0,6,0,0,2,5,2,Entrepreunariat,Aucun,1
1,3,1,4,4,1441,4,Non,22%,56,F,2066,Marié(e),Consulting,Assistant de Direction,2,3,0,1,3,1,2,Infra & Cloud,Occasionnel,1
1,3,3,2,4,1443,3,Non,19%,47,F,17169,Marié(e),Consulting,Directeur Technique,3,20,0,2,2,2,4,Transformation Digitale,Occasionnel,5
4,3,3,3,3,1445,3,Oui,12%,24,F,4162,Marié(e),Commercial,Cadre Commercial,1,5,0,2,3,4,1,Transformation Digitale,Occasionnel,0
4,3,4,3,2,1446,3,Non,12%,32,M,9204,Marié(e),Commercial,Cadre Commercial,4,4,0,1,3,7,5,Marketing,Occasionnel,0
4,2,2,1,2,1447,3,Non,17%,34,F,3294,Marié(e),Consulting,Consultant,5,5,0,1,2,1,3,Infra & Cloud,Occasionnel,0
2,4,3,1,2,1448,3,Oui,12%,41,M,2127,Marié(e),Consulting,Assistant de Direction,2,4,0,0,5,5,5,Transformation Digitale,Occasionnel,0
3,3,3,3,4,1449,3,Non,11%,40,M,3975,Divorcé(e),Consulting,Consultant,3,8,0,2,2,9,4,Autre,Aucun,0
1,3,4,1,3,1453,3,Non,18%,31,M,10793,Divorcé(e),Commercial,Cadre Commercial,1,13,0,1,5,8,2,Infra & Cloud,Occasionnel,9
1,3,4,1,4,1457,3,Non,11%,46,M,10096,Divorcé(e),Commercial,Cadre Commercial,4,7,1,1,1,9,3,Marketing,Occasionnel,4
1,2,1,2,4,1458,4,Oui,23%,39,F,3646,Célibataire,Consulting,Consultant,2,1,1,0,2,2,3,Infra & Cloud,Aucun,0
3,4,2,1,3,1459,3,Non,11%,31,F,7446,Célibataire,Consulting,Tech Lead,1,10,1,0,2,1,5,Infra & Cloud,Frequent,4
2,1,1,2,3,1460,3,Oui,18%,45,M,10851,Divorcé(e),Consulting,Manager,2,7,0,1,2,20,3,Transformation Digitale,Occasionnel,0
4,4,2,4,3,1461,3,Non,18%,31,F,2109,Célibataire,Ressources Humaines,Ressources Humaines,9,3,0,0,3,8,2,Transformation Digitale,Occasionnel,0
2,3,4,3,1,1464,3,Oui,13%,31,M,3722,Marié(e),Consulting,Consultant,6,2,1,1,2,2,3,Infra & Cloud,Frequent,2
2,3,4,4,4,1465,3,Oui,18%,45,M,9380,Marié(e),Consulting,Tech Lead,4,3,0,2,4,29,3,Entrepreunariat,Occasionnel,1
3,3,1,1,3,1466,3,Non,11%,48,M,5486,Divorcé(e),Commercial,Cadre Commercial,4,2,0,3,3,7,3,Marketing,Occasionnel,2
1,3,3,4,3,1467,3,Non,15%,34,F,2742,Marié(e),Ressources Humaines,Ressources Humaines,1,2,1,0,0,9,4,Entrepreunariat,Occasionnel,2
4,2,2,3,3,1468,3,Non,11%,40,M,13757,Divorcé(e),Consulting,Directeur Technique,2,9,0,1,5,8,1,Transformation Digitale,Aucun,4
4,3,1,4,3,1469,3,Non,18%,28,M,8463,Célibataire,Commercial,Cadre Commercial,0,5,0,0,4,5,3,Transformation Digitale,Occasionnel,1
3,2,3,4,3,1471,3,Non,14%,44,M,3162,Célibataire,Consulting,Consultant,3,5,0,0,5,5,3,Infra & Cloud,Aucun,0
4,4,2,2,2,1472,3,Non,12%,53,M,16598,Célibataire,Consulting,Directeur Technique,4,9,0,0,2,2,3,Transformation Digitale,Occasionnel,8
1,3,3,2,2,1473,3,Non,14%,49,M,6651,Marié(e),Consulting,Manager,2,3,0,1,0,5,4,Entrepreunariat,Occasionnel,1
3,3,3,3,4,1474,3,Non,14%,40,M,2345,Divorcé(e),Consulting,Assistant de Direction,2,3,0,1,3,2,3,Transformation Digitale,Occasionnel,1
4,3,2,3,2,1475,3,Non,13%,44,M,3420,Célibataire,Consulting,Assistant de Direction,1,5,0,0,3,20,3,Infra & Cloud,Occasionnel,1
4,3,1,1,3,1477,3,Non,14%,33,M,4373,Marié(e),Commercial,Cadre Commercial,0,4,0,2,2,7,3,Transformation Digitale,Frequent,0
4,1,1,4,3,1478,3,Non,18%,34,M,4759,Célibataire,Commercial,Cadre Commercial,3,13,0,0,2,3,3,Autre,Occasionnel,3
4,3,3,3,2,1479,3,Non,15%,30,M,5301,Marié(e),Commercial,Cadre Commercial,8,2,0,2,2,16,1,Infra & Cloud,Occasionnel,2
1,3,4,3,3,1480,3,Non,13%,42,F,3673,Célibataire,Consulting,Consultant,1,12,0,0,3,9,2,Transformation Digitale,Frequent,5
1,3,3,3,2,1481,3,Non,12%,44,F,4768,Marié(e),Commercial,Cadre Commercial,7,1,0,1,4,1,5,Marketing,Frequent,0
3,3,3,2,2,1482,3,Non,13%,30,M,1274,Divorcé(e),Consulting,Assistant de Direction,1,1,0,2,2,7,3,Entrepreunariat,Aucun,0
2,4,3,1,2,1483,4,Non,24%,57,M,4900,Marié(e),Consulting,Assistant de Direction,0,12,0,1,2,1,2,Infra & Cloud,Occasionnel,2
3,3,2,2,3,1484,3,Non,14%,49,M,10466,Divorcé(e),Consulting,Manager,3,8,0,2,3,7,4,Infra & Cloud,Occasionnel,0
2,3,1,4,2,1485,3,Non,14%,34,M,17007,Divorcé(e),Consulting,Directeur Technique,7,14,0,2,3,15,3,Transformation Digitale,Frequent,6
1,3,3,4,4,1486,3,Non,15%,28,M,2909,Marié(e),Commercial,Représentant Commercial,3,3,1,1,3,1,3,Entrepreunariat,Frequent,1
1,3,2,1,1,1487,3,Non,11%,29,F,5765,Célibataire,Commercial,Cadre Commercial,5,5,1,0,4,13,3,Entrepreunariat,Frequent,0
1,2,2,3,4,1489,4,Oui,23%,34,F,4599,Célibataire,Commercial,Cadre Commercial,0,15,1,0,2,24,4,Transformation Digitale,Occasionnel,10
4,3,3,1,3,1492,3,Non,13%,35,M,2404,Marié(e),Commercial,Représentant Commercial,1,1,0,1,3,7,1,Infra & Cloud,Occasionnel,0
2,3,1,3,2,1494,3,Oui,11%,24,M,3172,Célibataire,Consulting,Consultant,2,0,1,0,2,9,3,Transformation Digitale,Frequent,0
4,3,2,3,3,1495,3,Non,13%,24,F,2033,Marié(e),Commercial,Représentant Commercial,1,1,0,1,2,13,2,Infra & Cloud,Aucun,0
